Index	Text	POS	MWE start and end index	USAS Tags
31	water	water	NOUN	['T1.3']
32	and	and	CCONJ	['T1.3']
33	honey	honey	NOUN	['T1.3']
64	milk	milk	NOUN	['T1.3']
65	and	and	CCONJ	['T1.3']
66	egg	egg	NOUN	['T1.3']

23	black	black	ADJ	['F1']
24	pepper	pepper	NOUN	['F1']
38	tortilla	tortilla	NOUN	['T1.3']
39	and	and	CCONJ	['T1.3']
40	top	top	NOUN	['T1.3']
42	Monterey	Monterey	PROPN	['Z1mf', 'Z3c']
43	Jack	Jack	PROPN	['Z1mf', 'Z3c']

34	orange	orange	NOUN	['F2']
35	juice	juice	NOUN	['F2']
74	baking	bake	VERB	['F1']
75	powder	powder	NOUN	['F1']
77	baking	bake	VERB	['F1']
78	soda	soda	NOUN	['F1']

77	peel	peel	NOUN	['T1.3']
78	and	and	CCONJ	['T1.3']
79	chop	chop	NOUN	['T1.3']
96	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
97	of	of	ADP	['Df/A5.1+++mfnc']
98	the	the	DET	['Df/A5.1+++mfnc']
99	casserole	casserole	NOUN	['Df/A5.1+++mfnc']
102	half	half	NOUN	['Df/A5.1+++mfnc']
103	of	of	ADP	['Df/A5.1+++mfnc']
104	the	the	DET	['Df/A5.1+++mfnc']
105	bacon	bacon	NOUN	['Df/A5.1+++mfnc']
120	onion	onion	NOUN	['T1.3']
121	and	and	CCONJ	['T1.3']
122	cook	cook	NOUN	['T1.3']
154	eggs	egg	NOUN	['T1.3']
155	and	and	CCONJ	['T1.3']
156	bacon	bacon	NOUN	['T1.3']

9	baking	bake	VERB	['F1']
10	powder	powder	NOUN	['F1']
14	milk	milk	NOUN	['T1.3']
15	and	and	CCONJ	['T1.3']
16	egg	egg	NOUN	['T1.3']
31	egg	egg	NOUN	['F1']
32	whites	white	NOUN	['F1']
85	each	each	DET	['N6+']
86	pancake	pancake	NOUN	['N6+']
95	both	both	DET	['N5.1+']
96	sides	side	NOUN	['N5.1+']

18	inch	inch	NOUN	['F1']
19	pie	pie	NOUN	['F1']
23	olive	olive	NOUN	['F1']
24	oil	oil	NOUN	['F1']
56	crust	crust	NOUN	['T1.3']
57	and	and	CCONJ	['T1.3']
58	top	top	NOUN	['T1.3']
84	Parmesan	Parmesan	PROPN	['F1']
85	cheese	cheese	NOUN	['F1']

14	inch	inch	NOUN	['F1']
15	pie	pie	NOUN	['F1']
40	Cheddar	Cheddar	PROPN	['T1.3']
41	cheese	cheese	NOUN	['T1.3']
46	Parmesan	Parmesan	PROPN	['F1']
47	cheese	cheese	NOUN	['F1']
81	baking	baking	NOUN	['F1/O2']
82	sheet	sheet	NOUN	['F1/O2']
84	Bake	Bake	PROPN	['T1.3']
85	quiche	quiche	NOUN	['T1.3']

1	Preheat	preheat	VERB	['A5.4+']
2	your	your	PRON	['A5.4+']
3	waffle	waffle	NOUN	['O2/F1']
4	iron	iron	NOUN	['O2/F1']
16	milk	milk	NOUN	['T1.3']
17	and	and	CCONJ	['T1.3']
18	oil	oil	NOUN	['T1.3']
32	baking	bake	VERB	['F1']
33	powder	powder	NOUN	['F1']
35	sugar	sugar	NOUN	['T1.3']
36	and	and	CCONJ	['T1.3']
37	salt	salt	NOUN	['T1.3']
65	waffle	waffle	NOUN	['O2/F1']
66	iron	iron	NOUN	['O2/F1']
87	section	section	NOUN	['Df/A5.1+++mfnc']
88	of	of	ADP	['Df/A5.1+++mfnc']
89	the	the	DET	['Df/A5.1+++mfnc']
90	waffle	waffle	NOUN	['Df/A5.1+++mfnc']
102	no	no	ADV	['T2-']
103	longer	long	ADV	['T2-']
116	cheese	cheese	NOUN	['F1']
117	sauce	sauce	NOUN	['F1']
135	reach	reach	VERB	['A5.4+']
136	your	your	PRON	['A5.4+']
141	cheese	cheese	NOUN	['F1']
142	sauce	sauce	NOUN	['F1']

9	powder	powder	NOUN	['T1.3']
10	and	and	CCONJ	['T1.3']
11	banana	banana	NOUN	['T1.3']

9	baking	bake	VERB	['F1/O2']
10	dish	dish	NOUN	['F1/O2']
45	eggs	egg	NOUN	['T1.3']
46	and	and	CCONJ	['T1.3']
47	milk	milk	NOUN	['T1.3']
60	cheeses	cheese	NOUN	['T1.3']
61	and	and	CCONJ	['T1.3']
62	mustard	mustard	NOUN	['T1.3']
68	sausage	sausage	NOUN	['T1.3']
69	and	and	CCONJ	['T1.3']
70	croutons	crouton	NOUN	['T1.3']
76	next	next	ADJ	['T1.1.3']
77	morning	morning	NOUN	['T1.1.3']
102	on	on	ADP	['S7.1+', 'M6', 'N5++']
103	top	top	NOUN	['S7.1+', 'M6', 'N5++']

27	out	out	ADP	['Z5', 'A9-']
28	of	of	ADP	['Z5', 'A9-']
79	Monterey	Monterey	PROPN	['Z1mf', 'Z3c']
80	Jack	Jack	PROPN	['Z1mf', 'Z3c']
109	on	on	ADP	['S7.1+', 'M6', 'N5++']
110	top	top	NOUN	['S7.1+', 'M6', 'N5++']

14	olive	olive	NOUN	['F1']
15	oil	oil	NOUN	['F1']
31	onions	onion	NOUN	['T1.3']
32	and	and	CCONJ	['T1.3']
33	garlic	garlic	NOUN	['T1.3']
77	olive	olive	NOUN	['F1']
78	oil	oil	NOUN	['F1']
139	jalapeno	jalapeno	PROPN	['Z1mf', 'Z3c']
140	yogurt	yogurt	PROPN	['Z1mf', 'Z3c']
170	paper	paper	NOUN	['B4/B5']
171	towel	towel	NOUN	['B4/B5']

3	cream	cream	NOUN	['F1']
4	cheese	cheese	NOUN	['F1']

2	cottage	cottage	NOUN	['F1']
3	cheese	cheese	NOUN	['F1']
7	egg	egg	NOUN	['F1']
8	whites	white	NOUN	['F1']
27	spray	spray	NOUN	['T1.3']
28	and	and	CCONJ	['T1.3']
29	place	place	NOUN	['T1.3']
41	griddle	griddle	NOUN	['T1.3']
42	and	and	CCONJ	['T1.3']
43	cook	cook	NOUN	['T1.3']
61	on	on	ADP	['Df']
62	the	the	DET	['Df']
63	other	other	ADJ	['Df']
64	side	side	NOUN	['Df']

24	brown	brown	ADJ	['F1']
25	sugar	sugar	NOUN	['F1']

33	cream	cream	NOUN	['F1']
34	cheese	cheese	NOUN	['F1']
86	both	both	DET	['N5.1+']
87	sides	side	NOUN	['N5.1+']
97	sheet	sheet	NOUN	['T1.3']
98	and	and	CCONJ	['T1.3']
99	place	place	NOUN	['T1.3']
112	cream	cream	NOUN	['F1']
113	cheese	cheese	NOUN	['F1']
116	each	each	DET	['N6+']
117	slice	slice	NOUN	['N6+']
125	tablespoons	tablespoon	NOUN	['Df/A5.1+++mfnc']
126	of	of	ADP	['Df/A5.1+++mfnc']
127	the	the	DET	['Df/A5.1+++mfnc']
128	fruit	fruit	NOUN	['Df/A5.1+++mfnc']

12	tablespoon	tablespoon	PROPN	['Z1mf', 'T1.3']
13	white	white	ADJ	['Z1mf', 'T1.3']
24	milk	milk	NOUN	['T1.3']
25	and	and	CCONJ	['T1.3']
26	cream	cream	NOUN	['T1.3']
32	powder	powder	NOUN	['T1.3']
33	and	and	CCONJ	['T1.3']
34	salt	salt	NOUN	['T1.3']
54	cup	cup	PROPN	['Z1mf', 'T1.3']
55	white	white	ADJ	['Z1mf', 'T1.3']
58	brown	brown	ADJ	['F1']
59	sugar	sugar	NOUN	['F1']
96	teaspoons	teaspoon	NOUN	['Z2', 'Z3c']
97	of	of	ADP	['Z2', 'Z3c']
98	cinnamon	cinnamon	PROPN	['Z2', 'Z3c']
126	cinnamon	cinnamon	PROPN	['Z1mf', 'Z3c']
127	sugar	sugar	PROPN	['Z1mf', 'Z3c']
141	cinnamon	cinnamon	ADJ	['T1.3']
142	sugar	sugar	PROPN	['T1.3']

18	pepper	pepper	NOUN	['T1.3']
19	and	and	CCONJ	['T1.3']
20	jalapeno	jalapeno	NOUN	['T1.3']
46	egg	egg	NOUN	['T1.3']
47	and	and	CCONJ	['T1.3']
48	vegetable	vegetable	NOUN	['T1.3']

28	side	side	NOUN	['Df/A5.1+++mfnc']
29	of	of	ADP	['Df/A5.1+++mfnc']
30	the	the	DET	['Df/A5.1+++mfnc']
31	fire	fire	NOUN	['Df/A5.1+++mfnc']
48	brown	brown	ADJ	['F1']
49	sugar	sugar	NOUN	['F1']
58	each	each	DET	['N6+']
59	apple	apple	NOUN	['N6+']

25	black	black	ADJ	['F1']
26	pepper	pepper	NOUN	['F1']
58	no	no	ADV	['T2-']
59	longer	long	ADV	['T2-']
66	zucchini	zucchini	NOUN	['T1.3']
67	and	and	CCONJ	['T1.3']
68	eggs	egg	NOUN	['T1.3']
72	black	black	ADJ	['F1']
73	pepper	pepper	NOUN	['F1']

1	Combine	Combine	PROPN	['T1.3']
2	ricotta	ricotta	NOUN	['T1.3']

11	brown	brown	ADJ	['F1']
12	sugar	sugar	NOUN	['F1']
15	powder	powder	NOUN	['T1.3']
16	and	and	CCONJ	['T1.3']
17	salt	salt	NOUN	['T1.3']
26	egg	egg	NOUN	['T1.3']
27	and	and	CCONJ	['T1.3']
28	vanilla	vanilla	NOUN	['T1.3']
82	on	on	ADP	['Df']
83	the	the	DET	['Df']
84	other	other	ADJ	['Df']
85	side	side	NOUN	['Df']

21	along	along	ADP	['Z5']
22	with	with	ADP	['Z5']
25	cream	cream	NOUN	['T1.3']
26	and	and	CCONJ	['T1.3']
27	salt	salt	NOUN	['T1.3']
42	four	four	NUM	['N3.3']
43	inch	inch	NOUN	['N3.3']

12	cheese	cheese	NOUN	['F1']
13	sandwiches	sandwich	NOUN	['F1']
26	each	each	DET	['N6+']
27	sandwich	sandwich	NOUN	['N6+']
38	baking	bake	VERB	['F1/O2']
39	dish	dish	NOUN	['F1/O2']
48	salt	salt	NOUN	['T1.3']
49	and	and	CCONJ	['T1.3']
50	pepper	pepper	NOUN	['T1.3']
93	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
94	of	of	ADP	['Df/A5.1+++mfnc']
95	the	the	DET	['Df/A5.1+++mfnc']
96	dish	dish	NOUN	['Df/A5.1+++mfnc']
104	golden	golden	ADJ	['T1.3']
105	brown	brown	PROPN	['T1.3']

21	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
22	of	of	ADP	['Df/A5.1+++mfnc']
23	the	the	DET	['Df/A5.1+++mfnc']
24	crust	crust	NOUN	['Df/A5.1+++mfnc']
101	Combine	Combine	PROPN	['T1.3']
102	ricotta	ricotta	NOUN	['T1.3']
145	Bake	Bake	PROPN	['T1.3']
146	quiche	quiche	NOUN	['T1.3']

17	baking	bake	VERB	['F1']
18	powder	powder	NOUN	['F1']
59	pancake	pancake	NOUN	['T1.3']
60	and	and	CCONJ	['T1.3']
61	cook	cook	NOUN	['T1.3']
65	on	on	ADP	['S7.1+', 'M6', 'N5++']
66	top	top	NOUN	['S7.1+', 'M6', 'N5++']

11	Grease	grease	NOUN	['T1.3']
12	and	and	CCONJ	['T1.3']
13	flour	flour	NOUN	['T1.3']
45	cup	cup	PROPN	['Z1mf', 'Z3c']
46	white	white	PROPN	['Z1mf', 'Z3c']
47	sugar	sugar	PROPN	['Z1mf', 'Z3c']
49	baking	bake	VERB	['F1']
50	powder	powder	NOUN	['F1']
58	of	of	ADP	['N6+', 'T1.2']
59	a	a	DET	['N6+', 'T1.2']
60	stand	stand	NOUN	['N6+', 'T1.2']
105	golden	golden	ADJ	['T1.3']
106	brown	brown	PROPN	['T1.3']

30	onion	onion	NOUN	['T1.3']
31	and	and	CCONJ	['T1.3']
32	tomato	tomato	NOUN	['T1.3']
52	tomato	tomato	NOUN	['T1.3']
53	and	and	CCONJ	['T1.3']
54	onion	onion	NOUN	['T1.3']
77	black	black	ADJ	['F1']
78	pepper	pepper	NOUN	['F1']
81	Cheddar	Cheddar	PROPN	['T1.3']
82	cheese	cheese	NOUN	['T1.3']
102	baking	baking	NOUN	['F1/O2']
103	dish	dish	NOUN	['F1/O2']
110	dish	dish	NOUN	['T1.3']
111	and	and	CCONJ	['T1.3']
112	pepper	pepper	NOUN	['T1.3']

51	Peel	peel	NOUN	['T1.3']
52	and	and	CCONJ	['T1.3']
53	mash	mash	NOUN	['T1.3']
68	Preheat	preheat	VERB	['A5.4+']
69	your	your	PRON	['A5.4+']
70	cast	cast	ADJ	['O1.1']
71	iron	iron	NOUN	['O1.1']
82	butter	butter	NOUN	['T1.3']
83	and	and	CCONJ	['T1.3']
84	sugar	sugar	NOUN	['T1.3']
97	mix	mix	VERB	['A5.4+']
98	it	it	PRON	['A5.4+']
118	mashed	mashed	ADJ	['F1']
119	potatoes	potato	NOUN	['F1']
141	Flour	flour	VERB	['A5.4+']
142	your	your	PRON	['A5.4+']
163	roll	roll	VERB	['A5.4+']
164	it	it	PRON	['A5.4+']
208	both	both	DET	['N5.1+']
209	sides	side	NOUN	['N5.1+']

83	baking	baking	NOUN	['F1/O2']
84	dish	dish	NOUN	['F1/O2']

69	Cheddar	Cheddar	PROPN	['T1.3']
70	cheese	cheese	NOUN	['T1.3']
71	on	on	ADP	['S7.1+', 'M6', 'N5++']
72	top	top	NOUN	['S7.1+', 'M6', 'N5++']
89	in	in	ADP	['A2.1+']
90	half	half	NOUN	['A2.1+']
94	more	more	ADJ	['T1.3']
95	Cheddar	Cheddar	PROPN	['T1.3']

33	semolina	semolina	PROPN	['T1.3']
34	flour	flour	NOUN	['T1.3']

12	baking	bake	VERB	['F1/O2']
13	sheets	sheet	NOUN	['F1/O2']
23	food	food	NOUN	['O2/F1']
24	processor	processor	NOUN	['O2/F1']
58	baking	bake	VERB	['F1']
59	soda	soda	NOUN	['F1']
77	agave	agave	PROPN	['Z1mf', 'Z3c']
78	nectar	nectar	PROPN	['Z1mf', 'Z3c']
80	brown	brown	ADJ	['F1']
81	sugar	sugar	NOUN	['F1']
90	food	food	NOUN	['O2/F1']
91	processor	processor	NOUN	['O2/F1']
117	cherries	cherry	NOUN	['T1.3']
118	and	and	CCONJ	['T1.3']
119	chocolate	chocolate	NOUN	['T1.3']
160	baking	baking	NOUN	['F1/O2']
161	sheets	sheet	NOUN	['F1/O2']
198	baking	bake	VERB	['F1/O2']
199	sheets	sheet	NOUN	['F1/O2']

5	in	in	ADP	['A2.1+']
6	half	half	NOUN	['A2.1+']
49	curling	curling	NOUN	['Df/A5.1+++mfnc']
50	of	of	ADP	['Df/A5.1+++mfnc']
51	the	the	DET	['Df/A5.1+++mfnc']
52	bacon	bacon	NOUN	['Df/A5.1+++mfnc']
56	tenderizes	tenderize	VERB	['A5.4+']
57	it	it	PRON	['A5.4+']
93	remove	remove	VERB	['A5.4+']
94	it	it	PRON	['A5.4+']
110	each	each	DET	['N6+']
111	piece	piece	NOUN	['N6+']
198	paper	paper	NOUN	['B4/B5']
199	towel	towel	NOUN	['B4/B5']

11	fry	fry	PROPN	['T1.3']
12	potato	potato	NOUN	['T1.3']
17	on	on	ADP	['S8+']
18	each	each	DET	['S8+']
19	side	side	NOUN	['S8+']

70	ham	ham	NOUN	['T1.3']
71	and	and	CCONJ	['T1.3']
72	onion	onion	NOUN	['T1.3']

4	servings	serving	NOUN	['Z2', 'Z3c']
5	of	of	ADP	['Z2', 'Z3c']
6	Idahoan	Idahoan	PROPN	['Z2', 'Z3c']
7	Hash	Hash	PROPN	['Z1mf', 'Z3c']
8	Browns	Browns	PROPN	['Z1mf', 'Z3c']
47	scallions	scallion	NOUN	['T1.3']
48	and	and	CCONJ	['T1.3']
49	dollops	dollop	NOUN	['T1.3']
54	on	on	ADP	['S7.1+', 'M6', 'N5++']
55	top	top	NOUN	['S7.1+', 'M6', 'N5++']
61	sides	side	NOUN	['Df/A5.1+++mfnc']
62	of	of	ADP	['Df/A5.1+++mfnc']
63	the	the	DET	['Df/A5.1+++mfnc']
64	tortilla	tortilla	NOUN	['Df/A5.1+++mfnc']
95	side	side	NOUN	['Z2', 'Z3c']
96	of	of	ADP	['Z2', 'Z3c']
97	salsa	salsa	PROPN	['Z2', 'Z3c']

16	baking	baking	NOUN	['F1/O2']
17	dish	dish	NOUN	['F1/O2']
34	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
35	of	of	ADP	['Df/A5.1+++mfnc']
36	the	the	DET	['Df/A5.1+++mfnc']
37	steamer	steamer	NOUN	['Df/A5.1+++mfnc']
46	potatoes	potato	NOUN	['T1.3']
47	and	and	CCONJ	['T1.3']
48	season	season	NOUN	['T1.3']
50	salt	salt	NOUN	['T1.3']
51	and	and	CCONJ	['T1.3']
52	pepper	pepper	NOUN	['T1.3']
54	Cover	cover	NOUN	['T1.3']
55	and	and	CCONJ	['T1.3']
56	steam	steam	NOUN	['T1.3']
67	baking	baking	NOUN	['F1/O2']
68	dish	dish	NOUN	['F1/O2']
143	paper	paper	NOUN	['B4/B5']
144	towels	towel	NOUN	['B4/B5']
151	potatoes	potato	NOUN	['T1.3']
152	and	and	CCONJ	['T1.3']
153	eggs	egg	NOUN	['T1.3']
170	peppers	pepper	NOUN	['T1.3']
171	and	and	CCONJ	['T1.3']
172	onion	onion	NOUN	['T1.3']
186	salt	salt	NOUN	['T1.3']
187	and	and	CCONJ	['T1.3']
188	pepper	pepper	NOUN	['T1.3']
213	eggs	egg	NOUN	['T1.3']
214	and	and	CCONJ	['T1.3']
215	top	top	NOUN	['T1.3']
217	Cheddar	Cheddar	PROPN	['T1.3']
218	cheese	cheese	NOUN	['T1.3']

28	baking	bake	VERB	['F1']
29	powder	powder	NOUN	['F1']
31	baking	bake	VERB	['F1']
32	soda	soda	NOUN	['F1']
72	center	center	NOUN	['Df/A5.1+++mfnc']
73	of	of	ADP	['Df/A5.1+++mfnc']
74	the	the	DET	['Df/A5.1+++mfnc']
75	loaf	loaf	NOUN	['Df/A5.1+++mfnc']

16	inch	inch	NOUN	['F1']
17	pie	pie	NOUN	['F1']
53	bottom	bottom	NOUN	['Df/A5.1+++mfnc']
54	of	of	ADP	['Df/A5.1+++mfnc']
55	the	the	DET	['Df/A5.1+++mfnc']
56	pie	pie	NOUN	['Df/A5.1+++mfnc']
97	center	center	NOUN	['Df/A5.1+++mfnc']
98	of	of	ADP	['Df/A5.1+++mfnc']
99	the	the	DET	['Df/A5.1+++mfnc']
100	quiche	quiche	NOUN	['Df/A5.1+++mfnc']

2	olive	olive	NOUN	['F1']
3	oil	oil	NOUN	['F1']
31	plate	plate	NOUN	['O4.1']
32	lined	line	VERB	['O4.1']
34	paper	paper	NOUN	['B4/B5']
35	towels	towel	NOUN	['B4/B5']
49	onion	onion	NOUN	['T1.3']
50	and	and	CCONJ	['T1.3']
51	garlic	garlic	NOUN	['T1.3']
67	skillet	skillet	NOUN	['T1.3']
68	and	and	CCONJ	['T1.3']
69	season	season	NOUN	['T1.3']
71	salt	salt	NOUN	['T1.3']
72	and	and	CCONJ	['T1.3']
73	pepper	pepper	NOUN	['T1.3']

11	Spray	Spray	PROPN	['Z1mf', 'T1.3']
12	mini	mini	ADJ	['Z1mf', 'T1.3']
20	milk	milk	NOUN	['T1.3']
21	and	and	CCONJ	['T1.3']
22	vinegar	vinegar	NOUN	['T1.3']
39	oil	oil	NOUN	['T1.3']
40	and	and	CCONJ	['T1.3']
41	egg	egg	NOUN	['T1.3']
43	Combine	Combine	PROPN	['T1.3']
44	flour	flour	NOUN	['T1.3']
48	baking	bake	VERB	['F1']
49	powder	powder	NOUN	['F1']
51	baking	bake	VERB	['F1']
52	soda	soda	NOUN	['F1']
101	muffin	muffin	PROPN	['T1.3']
102	cups	cup	NOUN	['T1.3']

26	baking	bake	VERB	['F1']
27	soda	soda	NOUN	['F1']
29	baking	bake	VERB	['F1']
30	powder	powder	NOUN	['F1']
39	Beat	Beat	PROPN	['T1.3']
40	sugar	sugar	NOUN	['T1.3']

11	garam	garam	PROPN	['Z1mf', 'Z3c']
12	masala	masala	PROPN	['Z1mf', 'Z3c']
46	skillet	skillet	NOUN	['T1.3']
47	and	and	CCONJ	['T1.3']
48	season	season	NOUN	['T1.3']

7	baking	bake	VERB	['F1']
8	powder	powder	NOUN	['F1']
12	pumpkin	pumpkin	PROPN	['T1.3']
13	pie	pie	NOUN	['T1.3']
59	waffle	waffle	NOUN	['O2/F1']
60	iron	iron	NOUN	['O2/F1']
91	iron	iron	NOUN	['T1.3']
92	and	and	CCONJ	['T1.3']
93	cook	cook	NOUN	['T1.3']

14	oil	oil	NOUN	['T1.3']
15	and	and	CCONJ	['T1.3']
16	vinegar	vinegar	NOUN	['T1.3']
22	brown	brown	ADJ	['F1']
23	sugar	sugar	NOUN	['F1']
25	baking	bake	VERB	['F1']
26	powder	powder	NOUN	['F1']
28	baking	bake	VERB	['F1']
29	soda	soda	NOUN	['F1']
35	ginger	ginger	NOUN	['T1.3']
36	and	and	CCONJ	['T1.3']
37	salt	salt	NOUN	['T1.3']
80	each	each	DET	['N6+']
81	pancake	pancake	NOUN	['N6+']
85	both	both	DET	['N5.1+']
86	sides	side	NOUN	['N5.1+']


22	mayonnaise	mayonnaise	NOUN	['T1.3']
23	and	and	CCONJ	['T1.3']
24	cornstarch	cornstarch	NOUN	['T1.3']
49	center	center	NOUN	['Df/A5.1+++mfnc']
50	of	of	ADP	['Df/A5.1+++mfnc']
51	the	the	DET	['Df/A5.1+++mfnc']
52	quiche	quiche	NOUN	['Df/A5.1+++mfnc']

37	brown	brown	ADJ	['F1']
38	sugar	sugar	NOUN	['F1']
53	no	no	ADV	['T2-']
54	longer	long	ADV	['T2-']
100	black	black	ADJ	['F1']
101	pepper	pepper	NOUN	['F1']
151	bottom	bottom	NOUN	['T1.3']
152	and	and	CCONJ	['T1.3']
153	sides	side	NOUN	['T1.3']
174	Monterey	Monterey	PROPN	['Z1mf', 'Z3c']
175	Jack	Jack	PROPN	['Z1mf', 'Z3c']
194	sides	side	NOUN	['Df/A5.1+++mfnc']
195	of	of	ADP	['Df/A5.1+++mfnc']
196	the	the	DET	['Df/A5.1+++mfnc']
197	dough	dough	NOUN	['Df/A5.1+++mfnc']
206	golden	golden	ADJ	['T1.3']
207	brown	brown	PROPN	['T1.3']

6	baking	bake	VERB	['F1']
7	powder	powder	NOUN	['F1']
86	on	on	ADP	['Df']
87	the	the	DET	['Df']
88	other	other	ADJ	['Df']
89	side	side	NOUN	['Df']

15	baking	baking	NOUN	['F1/O2']
16	dish	dish	NOUN	['F1/O2']
22	eggs	egg	NOUN	['T1.3']
23	and	and	CCONJ	['T1.3']
24	cream	cream	NOUN	['T1.3']
26	mushroom	mushroom	NOUN	['F1']
27	soup	soup	NOUN	['F1']
37	Cheddar	Cheddar	PROPN	['T1.3']
38	cheese	cheese	NOUN	['T1.3']
44	black	black	ADJ	['F1']
45	pepper	pepper	NOUN	['F1']
64	on	on	ADP	['S7.1+', 'M6', 'N5++']
65	top	top	NOUN	['S7.1+', 'M6', 'N5++']

83	heat	heat	NOUN	['T1.3']
84	and	and	CCONJ	['T1.3']
85	simmer	simmer	NOUN	['T1.3']
151	golden	golden	PROPN	['Z1mf', 'Z3c']
152	brown	brown	PROPN	['Z1mf', 'Z3c']
158	fatback	fatback	NOUN	['T1.3']
159	and	and	CCONJ	['T1.3']
160	drippings	dripping	NOUN	['T1.3']
162	fish	fish	NOUN	['T1.3']
163	and	and	CCONJ	['T1.3']
164	bread	bread	NOUN	['T1.3']

13	inch	inch	NOUN	['F1']
14	pie	pie	NOUN	['F1']
88	Asiago	Asiago	PROPN	['T1.3']
89	cheese	cheese	NOUN	['T1.3']
138	Asiago	Asiago	PROPN	['T1.3']
139	cheese	cheese	NOUN	['T1.3']
141	Cheddar	Cheddar	PROPN	['T1.3']
142	cheese	cheese	NOUN	['T1.3']

9	piece	piece	NOUN	['Df/A5.1+++mfnc']
10	of	of	ADP	['Df/A5.1+++mfnc']
11	the	the	DET	['Df/A5.1+++mfnc']
12	peel	peel	NOUN	['Df/A5.1+++mfnc']
17	orange	orange	PROPN	['Z1mf', 'Z3c']
18	peel	peel	PROPN	['Z1mf', 'Z3c']
41	sugar	sugar	NOUN	['T1.3']
42	and	and	CCONJ	['T1.3']
43	lemon	lemon	NOUN	['T1.3']

1	Place	Place	PROPN	['T1.3']
2	pumpkin	pumpkin	NOUN	['T1.3']
29	butter	butter	NOUN	['T1.3']
30	and	and	CCONJ	['T1.3']
31	salt	salt	NOUN	['T1.3']

41	Parmesan	Parmesan	PROPN	['F1']
42	cheese	cheese	NOUN	['F1']
47	half	half	NOUN	['Df/A5.1+++mfnc']
48	of	of	ADP	['Df/A5.1+++mfnc']
49	the	the	DET	['Df/A5.1+++mfnc']
50	rosemary	rosemary	NOUN	['Df/A5.1+++mfnc']
60	salt	salt	NOUN	['T1.3']
61	and	and	CCONJ	['T1.3']
62	pepper	pepper	NOUN	['T1.3']
64	Saute	Saute	PROPN	['T1.3']
65	bacon	bacon	NOUN	['T1.3']
88	cup	cup	NOUN	['Df/A5.1+++mfnc']
89	of	of	ADP	['Df/A5.1+++mfnc']
90	the	the	DET	['Df/A5.1+++mfnc']
91	bacon	bacon	NOUN	['Df/A5.1+++mfnc']
130	tomato	tomato	NOUN	['T1.3']
131	and	and	CCONJ	['T1.3']
132	egg	egg	NOUN	['T1.3']

36	onion	onion	NOUN	['T1.3']
37	and	and	CCONJ	['T1.3']
38	garlic	garlic	NOUN	['T1.3']
63	size	size	NOUN	['T1.3']
64	and	and	CCONJ	['T1.3']
65	soften	soften	NOUN	['T1.3']
95	Cajun	Cajun	PROPN	['T1.3']
96	seasoning	seasoning	NOUN	['T1.3']
131	over	over	ADP	['N5.2+']
132	the	the	DET	['N5.2+']
133	top	top	NOUN	['N5.2+']

13	baking	bake	VERB	['F1/O2']
14	sheets	sheet	NOUN	['F1/O2']
19	Combine	Combine	PROPN	['Z1mf', 'T1.3']
20	oatmeal	oatmeal	ADJ	['Z1mf', 'T1.3']
22	sunflower	sunflower	NOUN	['L3']
23	seeds	seed	NOUN	['L3']
25	pumpkin	pumpkin	NOUN	['L3']
26	seeds	seed	NOUN	['L3']
82	baking	baking	NOUN	['F1/O2']
83	sheets	sheet	NOUN	['F1/O2']
109	golden	golden	ADJ	['T1.3']
110	brown	brown	PROPN	['T1.3']

15	tube	tube	PROPN	['Z1mf', 'Z3c']
16	pan	pan	PROPN	['Z1mf', 'Z3c']
28	brown	brown	ADJ	['F1']
29	sugar	sugar	NOUN	['F1']
35	on	on	ADP	['S7.1+', 'M6', 'N5++']
36	top	top	NOUN	['S7.1+', 'M6', 'N5++']
38	Place	Place	PROPN	['Z1mf', 'Z3c']
39	pan	pan	PROPN	['Z1mf', 'Z3c']
71	golden	golden	ADJ	['T1.3']
72	brown	brown	PROPN	['T1.3']

42	baking	baking	NOUN	['F1/O2']
43	dish	dish	NOUN	['F1/O2']
53	eggs	egg	NOUN	['T1.3']
54	and	and	CCONJ	['T1.3']
55	milk	milk	NOUN	['T1.3']
71	Cheddar	Cheddar	PROPN	['T1.3']
72	cheese	cheese	NOUN	['T1.3']
78	baking	baking	NOUN	['F1/O2']
79	dish	dish	NOUN	['F1/O2']
84	preheated	preheated	ADJ	['T1.3']
85	oven	oven	PROPN	['T1.3']
104	Cheddar	Cheddar	PROPN	['T1.3']
105	cheese	cheese	NOUN	['T1.3']
106	on	on	ADP	['S7.1+', 'M6', 'N5++']
107	top	top	NOUN	['S7.1+', 'M6', 'N5++']

2	milk	milk	NOUN	['T1.3']
3	and	and	CCONJ	['T1.3']
4	lemon	lemon	NOUN	['T1.3']
35	baking	bake	VERB	['F1']
36	powder	powder	NOUN	['F1']
38	baking	bake	VERB	['F1']
39	soda	soda	NOUN	['F1']
80	griddle	griddle	NOUN	['T1.3']
81	and	and	CCONJ	['T1.3']
82	cook	cook	NOUN	['T1.3']
100	on	on	ADP	['Df']
101	the	the	DET	['Df']
102	other	other	ADJ	['Df']
